model,topic,reference,extracted_title,verdict
llama_3_1_8b,Infectious disease,"Diekmann, O., Heesterbeek, J. A. P., & Metz, J. A. J. (1990). On the definition and the computation of the basic reproduction ratio R0 in models for infectious diseases in heterogeneous populations. Journal of Mathematical Biology, 28(4), 365-382.",On the definition and the computation of the basic reproduction ratio R0 in models for infectious diseases in heterogeneous populations,YES
llama_3_1_8b,Infectious disease,"Anderson, R. M., & May, R. M. (1982). Coevolution of hosts and parasites. Parasitology, 85(2), 411-426.",Coevolution of hosts and parasites,PARTIAL
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Lengeler, C. (2004). Insecticide-treated bed nets and curtains for preventing malaria (Cochrane Review). The Cochrane Library.",Insecticide-treated bed nets and curtains for preventing malaria (Cochrane Review),YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Schellenberg, D., et al. (2001). The effect of insecticide-treated bed nets on mortality of Gambian children. Lancet, 357(9264), 1388-1393.",The effect of insecticide-treated bed nets on mortality of Gambian children,YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"ter Kuile, F. O., et al. (2003). Insecticide-treated bed nets are effective against malaria in areas with low to moderate transmission. Bulletin of the World Health Organization, 81(10), 830-836.",Insecticide-treated bed nets are effective against malaria in areas with low to moderate transmission,YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Binka, F. N., et al. (1996). Impact of permethrin-treated bed nets on child mortality in rural Ghana. Lancet, 347(9009), 1393-1396.",Impact of permethrin-treated bed nets on child mortality in rural Ghana,YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Chandramohan, D., et al. (2001). Insecticide-treated bed nets reduce mortality among children in rural Zimbabwe. Tropical Medicine & International Health, 6(8), 649-655.",Insecticide-treated bed nets reduce mortality among children in rural Zimbabwe,YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Killeen, G. F., et al. (2007). Combining insecticide-treated bed nets with other interventions for malaria control in Africa. Journal of Infectious Diseases, 195(11), 1511-1518.",Combining insecticide-treated bed nets with other interventions for malaria control in Africa,YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Okell, L. C., et al. (2008). Effects of insecticide-treated bed nets on malaria transmission in a rural area of western Kenya. American Journal of Tropical Medicine and Hygiene, 79(4), 538-545.",Effects of insecticide-treated bed nets on malaria transmission in a rural area of western Kenya,YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Rowland, M., et al. (2004). Combined insecticide-treated bed nets and indoor residual spraying for malaria control in Tanzania. Tropical Medicine & International Health, 9(8), 873-880.",Combined insecticide-treated bed nets and indoor residual spraying for malaria control in Tanzania,YES
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Steketee, R. W., et al. (2001). Reduced mortality rate at 1 year of age after partial immunization with doses of DTP and measles vaccines: observational study. Bulletin of the World Health Organization, 79(8), 732-739.",Reduced mortality rate at 1 year of age after partial immunization with doses of DTP and measles vaccines: observational study,NO
llama_3_1_8b,Insecticide-treated bed nets for malaria,"Ye, Y., et al. (2012). Effectiveness of insecticide-treated bed nets in reducing malaria morbidity in children under five in rural China. Malaria Journal, 11(1), 1-9.",Effectiveness of insecticide-treated bed nets in reducing malaria morbidity in children under five in rural China,YES
llama_3_1_8b,Malaria prevention,"Alonso, P. L., et al. (2004). Efficacy of the RTS,S/AS01 malaria vaccine against Plasmodium falciparum infection and disease in young African children: randomised controlled trial. The Lancet, 364(9443), 1411-1420.","Efficacy of the RTS,S/AS01 malaria vaccine against Plasmodium falciparum infection and disease in young African children: randomised controlled trial",YES
llama_3_1_8b,Malaria prevention,"Binka, F. N., et al. (1996). Impact of permethrin-treated bed nets on child mortality in rural Gambia. Bulletin of the World Health Organization, 74(4), 535-542.",Impact of permethrin-treated bed nets on child mortality in rural Gambia,YES
llama_3_1_8b,Malaria prevention,"Chandramohan, D., et al. (2001). The effect of bed nets on mortality from malaria in children under 5 years in rural Gambia. Tropical Medicine & International Health, 6(11), 884-888.",The effect of bed nets on mortality from malaria in children under 5 years in rural Gambia,YES
llama_3_1_8b,Malaria prevention,"Cohen, J. M., et al. (2012). Malaria control needs to be stepped up in Africa. The Lancet, 380(9847), 1136-1143.",Malaria control needs to be stepped up in Africa,YES
llama_3_1_8b,Malaria prevention,"D'Alessandro, U., et al. (1995). A comparison of the efficacy of insecticide-treated bed nets and residual house spraying for malaria control. Bulletin of the World Health Organization, 73(3), 281-286.",A comparison of the efficacy of insecticide-treated bed nets and residual house spraying for malaria control,YES
llama_3_1_8b,Malaria prevention,"Greenwood, B. M., et al. (1999). Malaria in African children: a review of the literature. Transactions of the Royal Society of Tropical Medicine and Hygiene, 93(3), 255-262.",Malaria in African children: a review of the literature,PARTIAL
llama_3_1_8b,Malaria prevention,"Killeen, G. F., et al. (2006). Area-wide elimination of malaria vectors and disease transmission in Africa: a study of the use of insecticide-treated nets in a high transmission area of rural Tanzania. Malaria Journal, 5(1), 34.",Area-wide elimination of malaria vectors and disease transmission in Africa: a study of the use of insecticide-treated nets in a high transmission area of rural Tanzania,YES
llama_3_1_8b,Malaria prevention,"Lengeler, C. (2004). Insecticide-treated bed nets and curtains for preventing malaria. Cochrane Database of Systematic Reviews, (2), CD000363.",Insecticide-treated bed nets and curtains for preventing malaria,YES
llama_3_1_8b,Malaria prevention,"Mabaso, M. L., et al. (2004). The impact of insecticide-treated bed nets on malaria morbidity in children under 5 years in rural South Africa. Tropical Medicine & International Health, 9(11), 1243-1248.",The impact of insecticide-treated bed nets on malaria morbidity in children under 5 years in rural South Africa,YES
llama_3_1_8b,Malaria prevention,"Schellenberg, D., et al. (2001). Intermittent preventive treatment for malaria in children: a review of the evidence. American Journal of Tropical Medicine and Hygiene, 65(4), 268-274.",Intermittent preventive treatment for malaria in children: a review of the evidence,YES
llama_3_1_8b,Microfinance loan repayment,"Armendariz de Aghion, B., & Morduch, J. (2005). The economics of microfinance. MIT Press.",The economics of microfinance,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Pitt, M. M., & Khandker, S. R. (1998). The impact of group-based credit programs on poor households in Bangladesh. World Bank Economic Review, 12(3), 229-261.",The impact of group-based credit programs on poor households in Bangladesh,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Morduch, J. (1999). The role of subsidies in microfinance: Evidence from Grameen Bank. Journal of Development Economics, 60(1), 149-166.",The role of subsidies in microfinance: Evidence from Grameen Bank,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Zeller, M. (1994). Group credit programs and poor rural households in Bangladesh. World Development, 22(4), 481-492.",Group credit programs and poor rural households in Bangladesh,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Coleman, B. E. (1999). The impact of group lending in Northeast Thailand. Journal of Development Economics, 60(1), 105-141.",The impact of group lending in Northeast Thailand,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Ghatak, M., & Guinnane, T. W. (1999). The economics of lending with joint liability: Theory and evidence from agricultural credit in India. World Bank Economic Review, 13(2), 163-184.",The economics of lending with joint liability: Theory and evidence from agricultural credit in India,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Banerjee, A. V., Karlan, D., & Zinman, J. (2015). Six randomized evaluations of microcredit: Introduction and further steps. American Economic Journal: Applied Economics, 7(1), 1-21.",Six randomized evaluations of microcredit: Introduction and further steps,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Karlan, D., & Zinman, J. (2009). Expanding credit access: Using randomized supply and demand estimates to design an effective microcredit program in Mexico. American Economic Journal: Applied Economics, 1(1), 46-73.",Expanding credit access: Using randomized supply and demand estimates to design an effective microcredit program in Mexico,PARTIAL
llama_3_1_8b,Microfinance loan repayment,"Karlan, D., & Valdivia, M. (2011). Teaching entrepreneurship: Launching a pilot campaign to teach entrepreneurship in rural Mexico. World Bank Economic Review, 25(2), 213-232.",Teaching entrepreneurship: Launching a pilot campaign to teach entrepreneurship in rural Mexico,NO
llama_3_1_8b,Microfinance loan repayment,"Karlan, D., & Zinman, J. (2009). Observing unobservables: Identifying commitment problems by their consequences. Journal of Development Economics, 90(1), 1-13.",Observing unobservables: Identifying commitment problems by their consequences,PARTIAL
llama_3_1_8b,Mini-grid electrification,"Bazilian, M., & Onyeji, I. (2012). Mini-grids and off-grid electrification: A review of the literature. Energy for Sustainable Development, 16(3), 268-278.",Mini-grids and off-grid electrification: A review of the literature,YES
llama_3_1_8b,Mini-grid electrification,"Kemausuoro, I. N., & Bazilian, M. (2018). Mini-grid electrification: A review of the literature. Renewable and Sustainable Energy Reviews, 81, 1-13.",Mini-grid electrification: A review of the literature,YES
llama_3_1_8b,Mini-grid electrification,"Kemausuoro, I. N., & Bazilian, M. (2019). Mini-grid electrification in developing countries: A review of the literature. Energy Policy, 133, 110-121.",Mini-grid electrification in developing countries: A review of the literature,YES
llama_3_1_8b,Mini-grid electrification,"Bazilian, M., & Onyeji, I. (2013). Mini-grids and off-grid electrification: A review of the literature. Energy for Sustainable Development, 17(2), 147-155.",Mini-grids and off-grid electrification: A review of the literature,YES
llama_3_1_8b,Mini-grid electrification,"Kemausuoro, I. N., & Bazilian, M. (2020). Mini-grid electrification in developing countries: A review of the literature. Energy Policy, 134, 110-121.",Mini-grid electrification in developing countries: A review of the literature,YES
llama_3_1_8b,Mobile banking,"Sarker, S., & Wells, J. D. (2003). Information technology impacts on supply chain relationships. Journal of Business Research, 56(6), 449-465.",Information technology impacts on supply chain relationships,NO
llama_3_1_8b,Mobile banking,"Liao, Z., DePietro, R., & Jeffery, D. R. (2007). An empirical study of the factors influencing the adoption of mobile banking. International Journal of Mobile Communications, 5(3), 261-275.",An empirical study of the factors influencing the adoption of mobile banking,YES
llama_3_1_8b,Mobile banking,"Kim, B., Lee, Y., & Kim, M. (2009). An empirical study of the factors affecting the adoption of mobile banking. International Journal of Bank Marketing, 27(3), 192-206.",An empirical study of the factors affecting the adoption of mobile banking,YES
llama_3_1_8b,Mobile banking,"Dwivedi, Y. K., Wade, M. R., & Schneberger, S. L. (2011). Factors influencing the adoption of mobile banking. International Journal of Information Management, 31(3), 247-255.",Factors influencing the adoption of mobile banking,YES
